	64345008	64369000	64370000	64371000	64380000	64382000	64389900	64390000	64390001	64391000	64441020	64442300	64442800	64444000	64447000	64447500	64453000	64460000	64464800	64464900	64464995	64465000	64482000	64482800	64483950	64491000	64500000	64501000	64501950	64502000	64504100	64504210	64504450	64504550	64504591	64504598	64504600	64506000	64506500	64507000	64507100	64508020	64508500	64511000	64515920	64529900	64540000	64541000	64543000	64545700	64546900	64547000	64549000	64550000	64619000	64619950	64620000	64625000	64630000	64637000	64639010	64645000	64647000	64655300	64655400	64660000	64660500	64671950	64673000	64674500	64675002	64675300	64675800	64764000	64773000	65060000	65175000	65180000	65187950	65188000	65208000	65220000	65310000	65365000	65365800	65415000	65550000	65808500	65809000	65810700	65811000	65812000	65815050	65819500	65820500	65824800	65825000	65835000	65925000
2019/12/31	301.0274353027344	301.4794616699219	301.3377380371094	301.3377380371094	298.1787109375	300.0614318847656	301.1521911621094	301.3377380371094	301.3377380371094	301.3377380371094	296.9932556152344	296.62481689453125	296.62481689453125	296.7420349121094	296.6648864746094	296.6648864746094	296.6648864746094	297.1531677246094	297.1531677246094	297.1531677246094	297.1531677246094	297.1531677246094	297.4678649902344	297.4678649902344	297.0816955566406	297.2118225097656	299.3757629394531	299.3757629394531	299.3757629394531	298.1653747558594	300.2969665527344	298.5830993652344	298.5830993652344	298.8165283203125	298.8165283203125	298.8165283203125	298.8165283203125	300.2969665527344	300.2969665527344	300.9271240234375	299.8288269042969	301.1521911621094	300.9271240234375	300.9271240234375	300.8288879394531	297.8110046386719	299.1061096191406	299.1061096191406	299.7138977050781	298.5830993652344	299.7138977050781	300.9272766113281	300.4179382324219	300.4179382324219	297.3500061035156	297.3500061035156	297.3500061035156	297.0874328613281	296.4272155761719	296.8260498046875	296.76055908203125	297.6709289550781	297.8108825683594	298.3836364746094	298.5363464355469	298.4241027832031	298.8009033203125	297.5188903808594	298.749755859375	299.0220031738281	299.0220031738281	299.0220031738281	299.0220031738281	297.2452697753906	296.6546325683594	297.0216979980469	297.0477600097656	296.9238586425781	296.5287780761719	296.5287780761719	296.1394958496094	296.6119079589844	295.9558410644531	295.9558410644531	295.9558410644531	295.9558410644531	295.1586608886719	294.5824890136719	294.5824890136719	295.2059020996094	295.2059020996094	295.2059020996094	296.1674499511719	295.41876220703125	296.55169677734375	296.1674499511719	296.1674499511719	296.79071044921875	295.2651672363281
2020/01/01	299.7267150878906	299.8612976074219	299.61785888671875	299.61785888671875	296.9394836425781	298.7278137207031	299.6828308105469	299.61785888671875	299.61785888671875	299.61785888671875	296.2333679199219	295.92437744140625	295.92437744140625	295.8075866699219	295.5968017578125	295.5968017578125	295.5968017578125	295.74847412109375	295.74847412109375	295.74847412109375	295.74847412109375	295.74847412109375	296.0578308105469	296.0578308105469	295.6930236816406	295.9970397949219	297.6812438964844	297.6812438964844	297.6812438964844	296.95428466796875	298.8916320800781	297.6777648925781	297.6777648925781	297.8055725097656	297.8055725097656	297.8055725097656	297.8055725097656	298.8916320800781	298.8916320800781	299.7609558105469	298.9518737792969	299.6828308105469	299.7609558105469	299.7609558105469	299.8463439941406	296.8048400878906	298.3170471191406	298.3170471191406	298.9954833984375	297.6777648925781	298.9954833984375	300.05194091796875	299.8570556640625	299.8570556640625	296.5240173339844	296.5240173339844	296.5240173339844	296.2392272949219	295.783203125	296.2837219238281	296.01214599609375	296.76385498046875	297.126708984375	297.3398742675781	297.2613220214844	297.7337341308594	297.7249450683594	297.00372314453125	297.9005126953125	298.1963806152344	298.1963806152344	298.1963806152344	298.1963806152344	296.7074890136719	296.1778259277344	296.0811462402344	295.97119140625	295.77850341796875	295.7841491699219	295.7841491699219	295.3113708496094	295.5149230957031	295.4269104003906	295.4269104003906	295.4269104003906	295.4269104003906	295.1403503417969	294.2051696777344	294.2051696777344	294.7881164550781	294.7881164550781	294.7881164550781	295.7779235839844	295.0045471191406	296.31024169921875	295.7779235839844	295.7779235839844	296.447998046875	295.13250732421875
2020/01/02	296.85296630859375	296.9165954589844	296.8216247558594	296.8216247558594	294.6930236816406	296.0928039550781	296.97705078125	296.8216247558594	296.8216247558594	296.8216247558594	293.79888916015625	293.6907653808594	293.6907653808594	293.5417785644531	293.4899597167969	293.4899597167969	293.4899597167969	293.68975830078125	293.68975830078125	293.68975830078125	293.68975830078125	293.68975830078125	294.0394592285156	294.0394592285156	293.92047119140625	294.0653381347656	295.7387390136719	295.7387390136719	295.7387390136719	294.8394470214844	296.5766296386719	295.4781494140625	295.4781494140625	295.5361022949219	295.5361022949219	295.5361022949219	295.5361022949219	296.5766296386719	296.5766296386719	297.1412658691406	296.4640197753906	296.97705078125	297.1412658691406	297.1412658691406	297.2917785644531	294.7264099121094	296.4884948730469	296.4884948730469	297.05987548828125	295.4781494140625	297.05987548828125	297.9969177246094	298.13336181640625	298.13336181640625	294.3190002441406	294.3190002441406	294.3190002441406	294.2964172363281	293.7274475097656	294.4891052246094	294.1651306152344	295.1173095703125	295.5045471191406	295.45404052734375	295.7079772949219	296.2513427734375	296.2904968261719	295.9627380371094	296.571533203125	296.6744079589844	296.6744079589844	296.6744079589844	296.6744079589844	295.8691101074219	295.4559631347656	293.4451599121094	293.5433044433594	293.5533142089844	293.1739196777344	293.1739196777344	292.77093505859375	293.04718017578125	292.6514587402344	292.6514587402344	292.6514587402344	292.6514587402344	292.7060852050781	291.7911071777344	291.7911071777344	292.9272766113281	292.9272766113281	292.9272766113281	294.3098449707031	293.1845397949219	294.9319152832031	294.3098449707031	294.3098449707031	295.1170654296875	294.1703796386719
2020/01/03	297.37701416015625	297.58343505859375	297.42547607421875	297.42547607421875	295.1211242675781	296.8621826171875	297.5791320800781	297.42547607421875	297.42547607421875	297.42547607421875	293.5794982910156	293.7624206542969	293.7624206542969	293.52978515625	293.7430419921875	293.7430419921875	293.7430419921875	294.0597229003906	294.0597229003906	294.0597229003906	294.0597229003906	294.0597229003906	294.4612731933594	294.4612731933594	294.3495788574219	294.3359069824219	296.4650573730469	296.4650573730469	296.4650573730469	295.58380126953125	297.246337890625	296.0517883300781	296.0517883300781	296.1549987792969	296.1549987792969	296.1549987792969	296.1549987792969	297.246337890625	297.246337890625	297.7437744140625	297.04791259765625	297.5791320800781	297.7437744140625	297.7437744140625	297.8238220214844	295.4647216796875	297.1140441894531	297.1140441894531	297.5661926269531	296.0517883300781	297.5661926269531	298.5431213378906	298.5948181152344	298.5948181152344	294.5340576171875	294.5340576171875	294.5340576171875	294.6980285644531	294.0441589355469	294.9611511230469	294.6091003417969	295.8442687988281	296.2716979980469	296.2851257324219	296.7240905761719	297.13604736328125	297.2922058105469	296.4633483886719	297.4021301269531	297.580322265625	297.580322265625	297.580322265625	297.580322265625	295.7525939941406	295.3265075683594	292.8434143066406	292.89306640625	292.7987365722656	292.82177734375	292.82177734375	292.2457275390625	292.4839172363281	292.3320007324219	292.3320007324219	292.3320007324219	292.3320007324219	292.7497253417969	291.7154846191406	291.7154846191406	292.5631408691406	292.5631408691406	292.5631408691406	293.8529357910156	292.8079528808594	294.66961669921875	293.8529357910156	293.8529357910156	295.00677490234375	294.4190368652344
2020/01/04	296.3083801269531	296.5609130859375	296.482666015625	296.482666015625	294.0161437988281	295.7545471191406	296.7919921875	296.482666015625	296.482666015625	296.482666015625	293.5167541503906	293.3525695800781	293.3525695800781	293.0890197753906	292.98846435546875	292.98846435546875	292.98846435546875	293.0191955566406	293.0191955566406	293.0191955566406	293.0191955566406	293.0191955566406	293.2772216796875	293.2772216796875	293.20843505859375	293.1828918457031	295.65252685546875	295.65252685546875	295.65252685546875	294.6102600097656	296.4485168457031	295.2063293457031	295.2063293457031	295.3352355957031	295.3352355957031	295.3352355957031	295.3352355957031	296.4485168457031	296.4485168457031	297.0372009277344	296.3131103515625	296.7919921875	297.0372009277344	297.0372009277344	297.2142028808594	294.3854064941406	296.3780822753906	296.3780822753906	297.0829162597656	295.2063293457031	297.0829162597656	298.126708984375	298.2891540527344	298.2891540527344	294.1228942871094	294.1228942871094	294.1228942871094	293.8685302734375	293.4599304199219	294.28173828125	293.8212585449219	294.80596923828125	295.3247375488281	295.1909484863281	295.5080261230469	296.1387023925781	296.1996765136719	295.8345642089844	296.5802917480469	296.7339782714844	296.7339782714844	296.7339782714844	296.7339782714844	295.24395751953125	294.77276611328125	293.3289489746094	293.35455322265625	293.2208251953125	293.0098571777344	293.0098571777344	292.67529296875	292.9120788574219	292.5282287597656	292.5282287597656	292.5282287597656	292.5282287597656	292.9378356933594	291.51348876953125	291.51348876953125	292.4929504394531	292.4929504394531	292.4929504394531	293.94598388671875	292.83489990234375	294.7485656738281	293.94598388671875	293.94598388671875	294.88092041015625	294.2200012207031
2020/01/05	298.6219482421875	298.7679748535156	298.61822509765625	298.61822509765625	296.4131774902344	297.98077392578125	298.8686828613281	298.61822509765625	298.61822509765625	298.61822509765625	295.0199890136719	294.8569641113281	294.8569641113281	294.7638244628906	294.8779602050781	294.8779602050781	294.8779602050781	295.3297424316406	295.3297424316406	295.3297424316406	295.3297424316406	295.3297424316406	295.6998291015625	295.6998291015625	295.3559265136719	295.6109924316406	297.4972839355469	297.4972839355469	297.4972839355469	296.6770324707031	298.49322509765625	297.4951477050781	297.4951477050781	297.4352111816406	297.4352111816406	297.4352111816406	297.4352111816406	298.49322509765625	298.49322509765625	299.16168212890625	298.3727111816406	298.8686828613281	299.16168212890625	299.16168212890625	299.1471252441406	296.6808776855469	298.4200439453125	298.4200439453125	299.0040588378906	297.4951477050781	299.0040588378906	299.8959045410156	299.9618225097656	299.9618225097656	295.3504333496094	295.3504333496094	295.3504333496094	295.1847839355469	294.7948303222656	295.7147216796875	295.3255920410156	296.6061096191406	297.0098876953125	297.4893493652344	297.7131042480469	297.8001708984375	298.1195373535156	297.08123779296875	298.1638488769531	298.5849914550781	298.5849914550781	298.5849914550781	298.5849914550781	296.9032287597656	296.4878845214844	295.1745910644531	295.0748596191406	295.1028137207031	294.6531066894531	294.6531066894531	294.4990539550781	294.62994384765625	294.3087463378906	294.3087463378906	294.3087463378906	294.3087463378906	294.1274719238281	293.3726806640625	293.3726806640625	294.2051696777344	294.2051696777344	294.2051696777344	295.4299621582031	294.4375915527344	296.01336669921875	295.4299621582031	295.4299621582031	296.3553771972656	295.45367431640625
2020/01/06	298.0657653808594	298.1619567871094	297.9027404785156	297.9027404785156	296.301513671875	297.2427673339844	297.9617614746094	297.9027404785156	297.9027404785156	297.9027404785156	294.9328308105469	294.61273193359375	294.61273193359375	294.8759765625	294.7911071777344	294.7911071777344	294.7911071777344	295.0118103027344	295.0118103027344	295.0118103027344	295.0118103027344	295.0118103027344	294.9814758300781	294.9814758300781	294.7261047363281	295.0439453125	296.4848937988281	296.4848937988281	296.4848937988281	295.67047119140625	297.5674133300781	296.2237548828125	296.2237548828125	296.4795227050781	296.4795227050781	296.4795227050781	296.4795227050781	297.5674133300781	297.5674133300781	298.253173828125	297.3851623535156	297.9617614746094	298.253173828125	298.253173828125	297.8738708496094	295.4618835449219	296.6584777832031	296.6584777832031	297.2077941894531	296.2237548828125	297.2077941894531	298.02520751953125	297.9252014160156	297.9252014160156	294.8692321777344	294.8692321777344	294.8692321777344	295.09844970703125	295.0194396972656	295.4278564453125	295.2202453613281	295.6728820800781	295.96759033203125	296.0008850097656	296.10357666015625	296.35260009765625	296.3887634277344	295.4952697753906	296.2796325683594	296.57342529296875	296.57342529296875	296.57342529296875	296.57342529296875	295.67877197265625	295.3271789550781	295.6449890136719	295.76318359375	295.567138671875	294.8282165527344	294.8282165527344	294.97674560546875	295.2895202636719	294.4477233886719	294.4477233886719	294.4477233886719	294.4477233886719	293.9260559082031	293.1210021972656	293.1210021972656	293.881103515625	293.881103515625	293.881103515625	294.96142578125	294.1346130371094	295.570556640625	294.96142578125	294.96142578125	295.55340576171875	295.7777099609375
2020/01/07	298.5636291503906	298.67779541015625	298.6239318847656	298.6239318847656	297.069091796875	298.1155700683594	298.7532043457031	298.6239318847656	298.6239318847656	298.6239318847656	297.04852294921875	296.9504699707031	296.9504699707031	296.8128662109375	296.4728088378906	296.4728088378906	296.4728088378906	296.4033508300781	296.4033508300781	296.4033508300781	296.4033508300781	296.4033508300781	296.8117370605469	296.8117370605469	296.73468017578125	296.8412780761719	297.51513671875	297.51513671875	297.51513671875	297.1372985839844	298.4994812011719	297.42999267578125	297.42999267578125	297.71075439453125	297.71075439453125	297.71075439453125	297.71075439453125	298.4994812011719	298.4994812011719	298.9665832519531	298.38836669921875	298.7532043457031	298.9665832519531	298.9665832519531	298.6734924316406	296.9526062011719	298.1539001464844	298.1539001464844	298.2579650878906	297.42999267578125	298.2579650878906	298.7543029785156	298.6752624511719	298.6752624511719	297.4910583496094	297.4910583496094	297.4910583496094	297.3537292480469	296.8810119628906	297.1365966796875	297.0473327636719	297.5173645019531	297.6905517578125	297.5901184082031	298.05767822265625	298.3857116699219	298.5194396972656	297.4403991699219	298.4034423828125	298.4261779785156	298.4261779785156	298.4261779785156	298.4261779785156	297.838134765625	297.2872619628906	296.5724792480469	296.3055725097656	296.1140441894531	296.5148010253906	296.5148010253906	296.1334533691406	296.17938232421875	296.13665771484375	296.13665771484375	296.13665771484375	296.13665771484375	296.1440124511719	295.18359375	295.18359375	295.793212890625	295.793212890625	295.793212890625	296.8069763183594	295.96337890625	297.5404357910156	296.8069763183594	296.8069763183594	297.4427490234375	296.9144592285156
2020/01/08	298.7805480957031	298.6953125	298.7112731933594	298.7112731933594	297.1586608886719	298.141845703125	298.8777770996094	298.7112731933594	298.7112731933594	298.7112731933594	297.1025695800781	296.85357666015625	296.85357666015625	296.8112487792969	296.6604919433594	296.6604919433594	296.6604919433594	296.86322021484375	296.86322021484375	296.86322021484375	296.86322021484375	296.86322021484375	297.15478515625	297.15478515625	296.8166198730469	296.8669128417969	297.68048095703125	297.68048095703125	297.68048095703125	297.2504577636719	298.5946350097656	297.77496337890625	297.77496337890625	297.9190979003906	297.9190979003906	297.9190979003906	297.9190979003906	298.5946350097656	298.5946350097656	299.1773986816406	298.5553283691406	298.8777770996094	299.1773986816406	299.1773986816406	298.8211975097656	297.1456298828125	298.536865234375	298.536865234375	298.8468933105469	297.77496337890625	298.8468933105469	299.28509521484375	299.4511413574219	299.4511413574219	297.3721008300781	297.3721008300781	297.3721008300781	297.1719665527344	296.65704345703125	297.0299987792969	297.01812744140625	297.8105163574219	297.90679931640625	297.8529968261719	298.1275939941406	298.6011047363281	298.7007751464844	297.8316345214844	298.7236633300781	298.78045654296875	298.78045654296875	298.78045654296875	298.78045654296875	297.8279724121094	297.47918701171875	297.2458801269531	297.3349304199219	297.4039001464844	296.8291320800781	296.8291320800781	296.7149353027344	296.84576416015625	296.58453369140625	296.58453369140625	296.58453369140625	296.58453369140625	296.3048400878906	295.2101135253906	295.2101135253906	295.8449401855469	295.8449401855469	295.8449401855469	297.01165771484375	296.2179260253906	297.5665588378906	297.01165771484375	297.01165771484375	297.6206970214844	296.90789794921875
